id,created_at,author,location,retweet_count
923120e518c5745de89deeebd9ca284d980fe330180c7c498a8c8060bdc845fe,2016-04-15 20:30:49,5e9fdb798fcf1193f68df1fec5887e9689ff5e0a58dcd42cb85a488861c3b4fe,"Gothenburg, Sweden",19
709bd783cda1d60f5a58d3e7778523224acd0eb279c390039155ec51e65bbd20,2016-04-15 19:54:37,3141c4ca36c84d6e4a3f488ec738ce2e55111476f6da958905d388f34df080c2,Stockholm,47
03080efd9003d00fafeac2b478c702a7b8a02f0cb36e1614e07253622ed47e9e,2016-04-15 19:22:57,b98a02127441b39a4500a95f3a92400ce16ae9997d5d972bc44c5524b1ce1784,Sweden,7
8e2d2939d3c789e49605b65f0012911718510bfb44592d3dfd74a371bf7403d8,2016-04-15 19:04:09,0b1e322c0099d0c2471a45b484c548076ce0cc862ccf42cbdb194041a3201c60,Ramlösa,5
22dab3a3bc9ada05387e002491c4e0abba8986cd3c9f21b52272a4727f661963,2016-04-15 18:51:46,758ca5518508db60a1c5a676e7985211c5f9d61c7c429707c2b698a7c938b1d4,"Skellefteå, Sverige",5
4478515458fbf9725e8c24612b4f97d2d6156f74b91e26ec696dc94e88f4c375,2016-04-15 18:11:34,841468285841d1523037eb16dbb6684c0d601cea3b25b20f34cb83ad7596fed7,Stockholm - Sweden,18
2ed24e1b6d4b09489bcea6b5460443f6c10bf586abcfb3fa26a6cfe285f73b65,2016-04-15 18:10:26,4949f70b23a91a6a2ca577d38ca7843efc40ce8e2d823ef783e1b701492a3072,Botkyrka,15
f6a29fba516397a1f5b3fbbb5bec681235e4a9748c51d4b511cab48e14b64320,2016-04-15 18:09:42,6c307438258381e0794b1cc5456f27da5a0edfbe7ffc826241bf7d668de658fb,Lysekil,15
19bdbf2775f7c3512998e7967e94281a568658dfb63df4163458ce878180d5c9,2016-04-15 18:04:45,800ed7de6ead0dfd6f579d3cd38fc02e6c9a307554748002433a7b4184402fab,"South Florida, U.S.A.",10
94e07352e8c5dcb68f133f878f69a0d548ff640d9e4fe22acbbff99e3bc30878,2016-04-15 17:44:48,9f8ea012e35d381849aed748b80578362211bac54e0d19b8a33b196e610e038f,,4
7cf1b978ba926facacdbf207d8119c101832172cb4b5157524fa3b85a14785ed,2016-04-15 17:30:34,6e7d9ff8e85f2cfb2ed5daaf1e0a6599bce3c65b828de2340345f7d526b7daa0,"SE, Sthlm",4
3b10b91420a925c25c77d782a15261cc54d1587b7426d8b1e15466e582b8cd71,2016-04-15 17:15:08,8c4a9295f45888cb24f223df9e22506ca64831a36be0fab5c87d914c91573318,,4
2f727f9fe547b09d3ec3af70dfd3916cf95f790f5a875ca6e2a512a037b2de40,2016-04-15 16:59:37,3b2dac1b1cbf68bd5216642399aaa5ccbc1323ea3b5facbe72cc6165e9f48323,Stockholm,0
3a0b6301ff59827e6f8d3f7f92477801fe07e98e487e05cc80e4c1e075942294,2016-04-15 16:57:24,ed6da42ed81707d5867677e5a4e93bd7713e4d8417864d44f44f59bcd80844cc,Stockholm,47
5f935193f87d364e35c6594704b346c8c6815ba5cde8715f42ae86474be9eb54,2016-04-15 15:50:11,03b642487c4e9acd6861381ed97bcb22e0d131c75f2b919702d53643459b47e5,Sverige,0
f670c05c34ebbda4ec0f14464821e1d5b3845508c476b16ddd033de73b2eab45,2016-04-15 14:29:19,8974b4b24d0c6aa87fcb2b49f1a0ea6c80dbe518041a7a8c0cfda122b8d2129e,Kalmar,0
